index,comment,n_star,date_time,label,sentiment_label,label_id
4968,mặc_dù ra_đời đã 4 năm nhưng xài rất mượt_tắt ứng_dụng làm mới ứng_dụng nền thì pin xài cũng tương_đối tốt không đến nổi quá kém,4,8/7/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};,positive,1
4969,vsmart joy 3 gặp lỗi pin nhé ae sạc tới mốc 75 tự báo đầy không sạc tới 100 được,1,3/5/2020,{BATTERY#Negative};,negative,0
4970,máy chơi game bubg rất tốt nhưng pin tụt nhanh sạc pin xong rút ra để vậy xuống 4 pin nhân_viên tư_vấn nhiệt_tình,4,24/07/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Positive};,positive,1
4971,máy đẹp mình chỉ xài tác_vụ bt nên thấy khá tốt rồi nữ dùng nên nhìn bề_ngoài thôi là thấy thích rồi,5,1 ngày trước,{DESIGN#Positive};{GENERAL#Positive};,positive,1
4972,sản_phẩm tốt trong tầm giádù sao samsung vẫn ngonmình luôn chọn samsung cũng như thế_giới di_động,5,9/9/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
4973,có người gọi đến thì không nghe được loa trong ạ toàn xài loa ngoài còn khi đeo tai nghe chơi game pubg mobile thì bị ngược_âm_thanh người chạy đằng trước nhưng tiếng chân ở đằng sau giúp em với ạ còn lại tất_cả tốt hết ạ,4,15/05/2020,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};,positive,1
4974,nói_chung là qá kém mau hết pin chưa tới 2 ngày sạc pin 1 lần lại hay tắt nguồn đột_ngột,1,8/1/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
4975,camera trước và sau chụp hình_như bị vàng da gọi điện zalo thì khuôn_mặt vàng_khe luôn đem ra thế_giới di_động thì nhân_viên bảo các dòng máy samsung hiện_nay màn_hình điều bị vàng như_vậy quá thất_vọng,1,22/10/2019,{CAMERA#Negative};{GENERAL#Negative};{SER&ACC#Neutral};,negative,0
4976,điện_thoại tốt trong tầm_giápin trung_bình bảo_mật vân tay khánhân_viên nhiệt_tình,5,2/8/2020,{FEATURES#Positive};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
4977,mới mua được 1 tuần pin còn 62 vừa nghe gọi video_call bình_thường lát sau lấy điện_thoại ra thì cái màn_hình tối_thui cuộc_gọi và tin nhắn đến thì vẫn có chuông màn_hình thì kk_tài nào sáng lên được,2,28/03/2020,{SCREEN#Negative};{FEATURES#Neutral};{BATTERY#Negative};,negative,0
4978,máy tốt mượt sử_dụng liên_tục trơi khoảng 34 tiếng nhưng pin không tuột nhiều để trãi_nghiệm lâu sẽ đưa ra đánh_giá chi_tiết,4,17/04/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
4979,mình mua được 2 tháng không va_đập vẫn còn nguyên_ốp của hãng mà vỏ mặt sau camera bị gãy như hình cho hỏi có được bảo_hành không,2,2 tuần trước,{DESIGN#Negative};{OTHERS};,negative,0
4980,máy so với giá thì kém quá xài được 1 tháng mà lời 4 g hoài tắt nguồn mở lại thì bình_thường nhưng được vài tiếng thì bị lại,1,16/01/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,negative,0
4981,giá khá mềm_cầm trên tay khá là ưng_ý màu đen nhám cực sang_trọng bảo_mật của apple tốt,5,12/4/2019,{FEATURES#Positive};{DESIGN#Positive};{PRICE#Positive};,positive,1
4982,camera sau không thích_ứng đèn flas chụp ban_đêm bật đèn_flas lúc chụp thì flas nó tắc không chiếu sáng được hình_ảnh,1,22/03/2020,{CAMERA#Negative};,negative,0
4983,cấu_hình yếu_pin yếu_sạn chậm camera tặng ôn không nổi_bật trong tần_giá không nên mua,1,8/5/2019,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
4984,máy hoạt_động tương_đối tốt_định tuy_nhiên pin sụt nhanh tỉ_lệ chai_pin cũng nhanh không kém,2,10/1/2020,{BATTERY#Negative};{GENERAL#Neutral};,negative,0
4985,tôi dùng được 1 tuần máy dùng tốt cấu_hình tương_đối dùng được với wifi bắt sóng mạnh với tầm giá này thì tốt tôi mua ở shop thế_giới di_động nơ_trang long nhân_viên nhiệt_tình đặc_biệt là chú giữ xe rất nhiệt_tình tận_tâm trong lúc tôi mua hàng thì trời mưa chú giữ xe đã đem và giữ đồ cho tôi không bị ướt tôi cho 5 sao,5,3 tuần trước,{FEATURES#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
4986,mua được 6 tháng xài vẩn tốt vì mình cày game hơi nhiều nên máy hơi nhanh hết pinai chơi liên_quân thì nên muabật fps 60 cấu_hình cao_vẩn tốt còn pubg thì nên suy_nghĩ vì hơi giật với cấu_hình trung_bình,4,4 tuần trước,{BATTERY#Negative};{PERFORMANCE#Neutral};{GENERAL#Positive};,positive,1
4987,camera chụp quá xấu xem phim hay bị giật_hệ điều_hành yếu_máy chạy chậm sạc_pin mới đầu mua máy 66 báo đầy pin nhưng sau_này đỡ bàn_phím bấm chữ p rất khó có_khi bấm không ăn,2,22/07/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,negative,0
4988,đây là máy samsung đầu_tiên mình sử_dụng và nó hoàn_toàn làm mình hài_lòng màn_hình đẹp camera tốt pin khá trâu nếu không chơi game đủ dùng cho hơn 1 ngày giao_diện người dùng samsung làm khá tốt_điểm trừ_duy với mình là mặt lưng nhựa so với các hãng khác tầm giá này thì đã là kính hoặc kim_loại cảm_biến vân tay_không được như các dùng note hoặc s của samsung thực_sự máy rất đáng tiền,5,3 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Negative};{PRICE#Positive};{GENERAL#Positive};,positive,1
4989,pin xài cũng tốt_sạc cực_kỳ nhanh âm_thanh lớn camera đẹp nhưng qay camera thường sẽ bị mờ ảo còn dùng ap quay thì rõ nhưng vẫn thua_iphone về camera về game_giật thì mới mua mình cũng không chơi pubg được vì giật không mượt nhưng khi mò biết chỉnh lại cấu_hình thì chơi cực_kì mượt ngang tầm iphone bắt wifj tốt hơn iphone pin trâu hơn iphone rât rất nhiều 9 tr cũng tốt,4,9/11/2019,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};,positive,1
4990,xài bao ngon mấy ông ạ chỉ bị lỗi nhỏ là mua về được 1 ngày thì vào came bị lỗi chỉ cần khởi_động lại là tốt chiến_game mượt_pin trâu,5,15/05/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
4991,máy này quay video không tốt thông_tin máy quay vd 120 fps mà được có 60 fps thuikhi bật fps 60 quay video cũng bị dựt không bằng 30 fps vậy là sao hả shop,1,21/07/2020,{CAMERA#Negative};{FEATURES#Negative};,negative,0
4992,máy tốt trong tầm giánghe gọi rõrung mạnhsóng mạnhpin quá trâumọi người nên muadùng làm máy phụrất thích_hợp cho những_ai đi công_tác xa,5,16/08/2019,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,positive,1
4993,mình mới mua hôm_qua nhưng thấy đẹp cho mình hỏi reno 3 có cần dán kính cường_lực không hay bản_thân máy đã có kính cường_lực sẵn rồi,5,7/6/2020,{DESIGN#Positive};{OTHERS};,positive,1
4994,cho em hỏi điện_thoại em mới mua tầm 1 tháng mà pin điện_thoại em nó có vấn_đề có được bảo_hành hk ạ pin em nó bị vấn_đề là cứ để qua đêm là nó tụt khoảng 410 mặc_dù đã tắt hết mạng di_dộng wifi và ứng_dụng gầm cũng đã bật luôn chế_hộ máy_bay mà nó vẫn tụt_mong ad tư_vấn,4,11/8/2020,{BATTERY#Negative};{OTHERS};,positive,1
4995,mua được 6 tháng nếu bạn không quá khắc_khe thì máy rất tốt có một_số khuyết_điểm viền_màn cảm_ứng không nhạy cho lắm nhưng không quan_trọng vì rất ít khi xài máy xài tác_vụ nhiều sẽ nóng khó_chịu cho tay nhưng có ốp là bình_thường pin xài 8 tiếng mọi thứ còn lại rất tốt,5,29/04/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};,positive,1
4996,chụp hình rất tốt mọi thứ rất tốt nhưng xài được vài ngày máy khá giật và giật_chơi những game như homescapes rất giật đôi_khi máy bị đơ khá khó_chịu,3,14/02/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};,neutral,2
4997,máy được cái pin trâu camera chụp xấu zoom bị vỡ_hình màn xấu vào nhà mái tôn sim viettel mất sóng trót đặt trc không đổi được nên phải dùng khuyên mn nên mua huawei nova 3 i cùng tầm giá,2,10/4/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Negative};,negative,0
4998,máy hay đơ cảm_ứng lắm dùng cảm_ứng rất khó_khăn máy vào mạng chậm_chạp khó dùng quá được cái pin trâu dùng được lâu,3,25/07/2020,{FEATURES#Negative};{BATTERY#Positive};,neutral,2
4999,phải nói qua tuyệtpin_xài thông_thường trên 4 ngaylóa tấc cả đều lớn với rất trongmấy_xài rất mượt với emcâu_hình để xài với rất đẹp_mặtcamera nhiều chế_độchụp chân_dung rất chật,5,1 tuần trước,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5000,quá tuyệt_vời thiết_kế thời thượng_camera bắt_mắt nét pin tốt hiệu_năng tốt nói_chung miễn chê,5,3/5/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5001,chip tốt camera chụp đẹp pin chuẩn thiết_kế đẹp màn_hình chưa đẹp được cái to nhìn_chung là hài_lòng trong tầm_giá thì như thế là tốt rồi,5,3/4/2020,{SCREEN#Neutral};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5002,từ lúc mua về dùng mắc lỗi sạc 100 pin vẫn cứ sạc không ngắt cứ thế thì trai hết pin haiz,4,9/7/2020,{BATTERY#Negative};,positive,1
5003,mới mua được gần 2 tuần pin trâu học bài 1 tiếng mất 4 chơi game nặng mượt máy đẹp sạc 1 t45p là đầy chơi lqm được 10 tiếng quá ngon,5,9/3/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5004,máy sử_dụng tốt_loa rất đáng chê nghe gọi tốt cảm_ứng chạm vào ứng_dụng my việttel thì thoát ra,3,11/4/2020,{FEATURES#Neutral};{GENERAL#Positive};,neutral,2
5005,mua được gần 2 tháng rồi mà máy vẫn rất tốt tầm giá 4 tr thì con này là ngon nhất rồi,5,5 ngày trước,{PRICE#Neutral};{GENERAL#Positive};,positive,1
5006,e ms muadùng rất tốt_mượt chỉ bất_tiện là nhanh tụt_pin còn lại mọi thứ rồi tốt khó mua ốp với cườg_lực,4,21/06/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Negative};,positive,1
5007,ram 8 mà chơi game không mượt như vivo c91sac_pin hoặc lướt_mạng tầm 10 phut máy nóngdt thì chỉ tải mỗi game lqmb mà chơi vẫn giậte xài 3 loại vivo rồi 2 kia lướt_mạng xem phim va_game máy mát không nóng như vivo s1pro,1,2/5/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};,negative,0
5008,pin ổnhình ảnh mượtmáy ss a10s bị lỗi phần_mềm cảm_ứng xài vài ngày lại bị chạy tùm_lum buồn lắm samsungcần khắc_phục nhẹ samsung,1,4/10/2019,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Positive};{SER&ACC#Negative};,negative,0
5009,camera lồi là mình không thích rồi nhìn nó không có đẹp đối_với camera không lồi_camera không lồi nhìn coi được hơn là camera lồi lên đấy,3,3/4/2020,{DESIGN#Negative};,neutral,2
5010,máy bắt sóng wifi cực tốtxem youtube mựơtlướt_web thì 1 số trang tốt còn 1 số trang_web thì cực chậm4g tốt khá nhanhpin 100 xài 4 g liên_tục được 78 tiếngcòn wifi thì 1011 tiếng,1,3 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};,negative,0
5011,mua hơn 6 tháng máy pin trâu xài tốt mình bán hàng xài 4 cái facebook trên điện_thoại này chạy vèo_vèo lưu_ý các bác mới mua về nên update phần_mềm nhé sẽ fix được lỗi nhé,5,25/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5012,máy phát wifi tốt truy_cập mạng cũng tốt youtube xem tốt nếu google assistant có tiếng việt thì tốt quá phần nhập_liệu sẽ nhanh hơn gps chưa định_vị được địa_điểm store ứng_dụng có 1 số ứng_dụng hữu_ích nhưng các ứng_dụng đôi_khi bị treo ủng_hộ 5 sao để nhà_sản_xuất phát_triển thêm,5,4 tuần trước,{FEATURES#Positive};{PERFORMANCE#Neutral};{SER&ACC#Positive};,positive,1
5013,wifi bắt khá yếu lúc tải mấy gb thì nhanh nhưng xem video thì rất chậmko xem được,1,28/04/2020,{FEATURES#Negative};{PERFORMANCE#Negative};,negative,0
5014,kiểu_dáng thì đẹpcầm chắc taynhưng loa nhỏ quánhân_viên phục_vụ rất nhiệt_tình,4,29/11/2019,{FEATURES#Negative};{DESIGN#Positive};{SER&ACC#Positive};,positive,1
5015,gì đâu mà pin sạc lâu mà mau hết camera thì khá tốt thất_vọng wá máy nghe nhạc to_sạc 4 5 tiếng mới đầy,1,26/04/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Negative};{GENERAL#Negative};,negative,0
5016,mọi thứ điều tốt nhưng android 9 mà không tắt được thanh điều hướng với không_thể tùy_chỉnh tỷ_lệ khi chia đôi màn_hình thì hơi thất_vọng,3,22/03/2020,{PERFORMANCE#Negative};{GENERAL#Positive};,neutral,2
5017,máy mình mua được 1 thángđã 3 lần tự_động tắt ass touchlà bị lỗi gì mọi người,4,15/12/2019,{PERFORMANCE#Negative};{OTHERS};,positive,1
5018,mới mua em này thấy rất đáng đồng_tiền bát gạo màn đẹp_độ sáng cao loa ấm chụp ảnh thật và nét pin trâu nói_chung là rất kết,5,29/04/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};,positive,1
5019,nói thật muốn ủng_hộ hàng việt_nam tuy_nhiên máy chơi game giật_rật vô_cùng màn_hình cảm_ứng không nhạy hay đơ pin dùng tốt camera trước hơi nhòe,1,7/4/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{SER&ACC#Neutral};,negative,0
5020,mới dùng được 1 ngày thấy chụp hình đẹp_tác vụ tốt pin tốt nhưng sạc_pin thì chưa được nhanh lắm loa mở hết công_suất thì dè và rung,5,16/01/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};,positive,1
5021,trải qua 1 tuần sử_dụng tôi thấy vsmart làm rất tốtkhông gặp lỗi hay giật khi sử_dụng vsmart đã kịp_thời đăng_bản vá lỗi và khắc_phục được rất nhiều bất_lợi tầm giá dưới 3 tr vậy là quá tốt,5,19/06/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5022,rất hài_lòng về sản_phẩm và phông cách phục_vụ dùng hòa chưa lỗi yêu nhân_viên và cách pv dmx rất nhiều sẽ ủng_hộ thêm nhiều hơn_nữa,5,7/9/2018,{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5023,đã dùng được 1 tuần mọi thứ dùng tốt bảo_hành 1 đổi 1 trong 3 tháng ủng_hộ hàng việt nhé mọi ngườitrong phân_khúc giá vậy quá tốt luôn,5,24/03/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5024,khuyên thật chơi game thì tạm còn ai có ny mà mua máy này thì khóc đa_nhiệm kém hơn cả 2 g viết thì cảm_ứng nhẩy linh_tinh không viêt nổi,1,1 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};,negative,0
5025,máy đẹp camera chụp cũng bình_thường nhưng với giá dưới 2 tr mà có camera_kép là một điểm cộng với_lại có android 8 hiếm_máy nào dưới 2 tr mà có được,4,14/10/2018,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};,positive,1
5026,tạm được 10 tr5 mà giảm 2 tr thì quá tuyệt rồi con này chơi game cung tốt đấy mn liên_quân pubg chơi không giật_giật tí nào,4,2 tuần trước,{PERFORMANCE#Positive};{GENERAL#Neutral};{SER&ACC#Positive};,positive,1
5027,2 ngày đầu trải_nghiệm ip 7 plus jet black cảm_giác rất tốt máy mượt chạy nhanh_đồ họa tốt nhìn sang chảnh ahihii,5,17/07/2017,{SCREEN#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5028,cảm_biến vân tay không nhạy nhận_dạng khuôn_mặt chậm như rùa tự_động điều_chỉnh độ sáng màn_hình hoạt_động không chính_xác đắt so với giá tiền 14 củ,2,31/03/2020,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Negative};,negative,0
5029,chơi thì rất tốt cấu_hình tốt cho giá tầm 3 triệu này nhưng một điều khiến tôi rất khó_chịu khi sử_dụng chiếc điện_thoại này vì bắt_wifi quá yếu mặc_dù đã cập_nhật phần_mềm lên 10 mà vẫn bắt_wifi rất yêumong nhà_sx khắc_phục lỗi này,3,4/8/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{PRICE#Neutral};,neutral,2
5030,tôi khuyên mọi người không lên cập_nhật lên ios 13 tuột pin nhanh đã lên ios 13 rồi apple khóa sign không hạ xuống được,4,20/11/2019,{BATTERY#Negative};{PERFORMANCE#Negative};,positive,1
5031,mới mua máy được 2 ngày tất_cả mọi thứ đều tốt có_điều mk để qua đêm giảm tận 7 trước khi đi ngủ đã tắt hết chức_năng hơi thất_vọng chút,3,30/07/2020,{BATTERY#Negative};{GENERAL#Positive};,neutral,2
5032,rõ_ràng là mua máy đang khuyến_mãi mà mình phải hỏi thì nhân_viên thế_giới di_động mới kiểm_tra và báo lại xong rồi mua ốp lưng giảm 49 từ ngày 135 đến 315 nhưng hôm mình mua là 225 vẫn không được giảm_giá và lấy của mình giá gốc,2,25/05/2020,{SER&ACC#Negative};,negative,0
5033,mọi thứ điều tốt không phải người khó_tính nhưng pin sử_dụng máy chưa được 1 h tụt 35 chỉ sử_dụng zalo fb vv,3,17/12/2019,{BATTERY#Negative};{GENERAL#Positive};,neutral,2
5034,máy xài tốt pin cực trâu camera tốt game mượt nhân_viên tư_vấn nhiệt_tình rất đáng đồng_tiền,5,27/02/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5035,không biết do số minh_đen hay sao mua máy bị loạn_cảm_ứng đổi 2 lần điều bị loạn cảm_ứng hết cấu_hình thì tốt nhất chiến_game thì ngon ma lỗi cảm_ứng thì ức_chế lắm,2,3 tuần trước,{FEATURES#Negative};{PERFORMANCE#Positive};,negative,0
5036,pin 4000 mà không trâu lắm và điện_thoại không bị chai pin tôi đã làm mọi cách để tiết_kiệm pin nhưng hình_như cũng như_vậy sạc thì rất nhanh chơi game thì max tốt 5 s cho hàng việt,5,3 tuần trước,{BATTERY#Neutral};{PERFORMANCE#Positive};{SER&ACC#Positive};,positive,1
5037,tôi xài hơn một tháng thì khỏi chế đi từ lúc mua tới giờ có bao_giờ ra thế_giới di_động đâu xài ốp lưng mới được mặt lưng tôi bị trầu xước,5,11/7/2019,{DESIGN#Negative};{GENERAL#Positive};{SER&ACC#Neutral};,positive,1
5038,mình mua được 1 tuần mà sao thấy cảm_ứng mình lướt fb với youtube thấy không mượt cứ cứng cứng_lướt kiểu rất mỏi_tay không biết bị lỗi gì hay dòng này nó vậy,2,28/12/2019,{FEATURES#Negative};{PERFORMANCE#Negative};,negative,0
5039,bắt_mạng quá yếu trách_nhiệm nhà bán hàng_không cao_pin nhanh hết tóm_lại mọi người không nên mua,2,27/06/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
5040,tuyệt_vời là người chỉ cần chơi game tốt nghe nhạc lướt face_web này nọ thì chiếc này là tuyệt rồi không cần j thêm,5,30/01/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5041,tạm đánh_giá như sau chụp ảnh vào hơi lâu_vi_deo vào cóa vẻ máy_hơi đơcòn mọi thứ thì khá tốt,4,30/03/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};,positive,1
5042,sau 3 tuân sử_dụng thì điện_thoại sạc 100 pt pin nhung chua_toi 2 p tuột 3 pt pin nếu mn có ý_định mua thì sn kỹ_nha,2,3 tuần trước,{BATTERY#Negative};{GENERAL#Neutral};,negative,0
5043,máy ngon_xài các vụ thông_thường rất mượt_mà bắt wifi rất tốt không như nhiều người review pin tốt xài khoảng 1 ngày sạc pin khá nhanh camera tạm tốt chơi game tốt không biết bản 4 g ram thế_nào nhưng bản 6 g này mình xải rất hài_lòng,5,18/04/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5044,màn_hình với thân_máy bị hở thấy keo hết trơn thế mà đem ra thế_giới di_động bảo không sao cả chất_lượng và thái_độ phục_vụ sau bán hàng quá kém,1,13/03/2020,{DESIGN#Negative};{SER&ACC#Negative};,negative,0
5045,để npos tầm gí 6 tr thì tôi thấu dòng sản_phẩm này khá tốt mùa được 1 tuần trải_nghiệm thấy chơi game thì tốt pin cũng tốt_định mà chơi game lâu thì không nóng máy,5,30/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5046,mk mua tại tgdđ nhưng sao lại cài bản rom eu cho mk vậy không biết là có đổi sang rom quốc_tế để mk cập_nhật lên miui 12 được không mn có biết chỗ nào đổi sang bản_rom quốc_tế chỉ mk với ạ mk cảm_ơn,3,2 tuần trước,{SER&ACC#Negative};{OTHERS};,neutral,2
5047,mình mua trả gộp 0 lãi_suất xét hồ_sơ tại shop mất 20 phút cùng tắm_gội là nhanh ban_đầu tình mua a51 những sau khi suy_nghĩ thì mình lên a71 luôn màn_hình lớn coi phim và chơi game quá đã sau hơn 1 ngày xài máy thì mình thấy quá tốt nói_chung là đáng tiền,5,17/04/2020,{SCREEN#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5048,sau khi đổi sản_phẩm thứ 2 thì máy hoạt_động tốt_máy mạnh_mẽ ngon_lành mọi người mua máy ở thế_giới di_động khỏi lo bảo_hành tuy hơi cao hơn giá hơn nhiều nơi nhân_viên cửa_hàng thì khỏi nói quá tốt quá ân_cần từ khâu bảo_vệ giữ xe cho tới nhân_viên bán hàng kể_cả nhân_viên bảo_hành_thít nhất thái_độ của nhân_viên dmx,5,9/7/2020,{PERFORMANCE#Positive};{PRICE#Negative};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5049,máy chơi cứ out ra chơi không tốt delay nhân_vật hoài_khuyên anh_em chưa nên mua và mua con khác quá yếu_tỏng khi vivo_u10 của bạn mình chs tốt hẳn mặc_dù mua 2 tháng,1,21/06/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
5050,máy mới mua trả_góp chưa được 1 thángbắt sóng yếu 4 g wifi yếu pin tuột nhanhchán giờ muốn đổi qua máy khác được không kém máy ông sam này quá,2,24/03/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
5051,sao nói pin của xiaomi redmi note 8 pro sử_dụng được hơn 2 ngày mà em xài có 1 ngày là hết sạch rồi ạ,5,10/12/2019,{BATTERY#Negative};,positive,1
5052,thế_giới di_động nên thông_báo cho khách_hàng biết để cập_nhật phần_mềm mới cá_nhân mình cập_nhật rồi cảm_thấy máy xài rất tốt không còn tình_trạng giật và còn rất mượt nữa cảm_biến hay nhận_diện đều được cải_thiện rất nhiều nói_chung máy a51 này sử_dụng rất tuyệt,5,4/1/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,positive,1
5053,vân tay hơi chậm pin bỏ không 1 ngày tuột 37 camera cũng không đẹp lắm,4,4/7/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};,positive,1
5054,sản_phẩm vin dần_dà đã được tối_ưu_cấu_hình quá ngon trong tầm giá đặt lên bàn cân thì sản_phẩm của việt_nam vẫn ngon hơn đồ tàu,5,23/05/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{SER&ACC#Positive};,positive,1
5055,máy ngon_pin trâu màn_hình tốt chơi game mượt_camera sắc nét sạc nhanh 4 g nhanh vừ_tậu 2 em chơi rất tốt thank,5,19/02/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5056,máy ngon_phát wifi quá tốt ghe gọi rõ chắc_chắn lên mua tuyệt_vời nếu có 10 sao thì mình sẽ đánh 10 sao,5,2 tuần trước,{FEATURES#Positive};{GENERAL#Positive};,positive,1
5057,không tốt cho lắm cảm_thấy nó không bằng s9 hay s8 chỉ được cái camera mà giá vậy là hơi cao,2,29/03/2020,{CAMERA#Positive};{PRICE#Negative};{GENERAL#Negative};,negative,0
5058,cảm_nhận khi đến với thế di_động là nhận được sự tiếp_đón và tư_vấn nhiệt_tình tuy_vậy nhưng khi mua sản_phẩm ở đây thì hay bị sự_cố trong quá_trình sử_dụng mình mua điện_thoại oppo a12 mới được hơn một tháng không rơi_rớt mà giờ bị hư màn_hình buồn rất mong nhận được sự hỗ_trợ của thế_giới di_dộng mình xin cám_ơn,1,2 tuần trước,{SCREEN#Negative};{GENERAL#Negative};{SER&ACC#Positive};{OTHERS};,negative,0
5059,chị nhân_viên rất tận_tình khi tư_vấn còn về điện_thoại thì mình ms mua hqua và thấy máy xài rất tốt tốt nhất trog tầm 3 tr nhìu bạn ns rmc3 này nhưg riêng mình thấy máy rất ổnđể mình xài thêm 1 tg nx coi máy có vc_j không nếu bạn nào có ý_định mua điện_thoại trong tầm 3 tr thì đây là sự lựa_chọn tốt không_thể tốt hơn mấy bạn cứ mua nó đi mọi ng sẽ không cảm_thấy hối_tiếc,5,24/03/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
5060,đã sử_dụng 2 tháng từ 2 tháng 5 tất_cả đều tốt bình_thường mà sao thấy mn bị lỗi này lỗi kia nhiều thế,5,26/06/2020,{GENERAL#Positive};{OTHERS};,positive,1
5061,máy mượt_pin lâu hếtchơi game nào cũng được giá rẻ mới mua được một tuần 64 g lưu_trữ thoải_mái nhìn bên ngoài rất đẹp,5,1/7/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Positive};,positive,1
